gen,batch,idx,kind,kept,score,d_db,beam,eta,s11_worst,copper,peak_x,peak_y,npy,png
7,1,8,kid,0,7.370661,12.9990,0.6230,0.9984,-22.3141,86,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid008.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid008.png
7,1,9,kid,0,7.376906,13.0501,0.6240,0.9998,-28.4864,87,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid009.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid009.png
7,1,10,kid,0,7.360678,13.0652,0.6243,0.9962,-19.8798,82,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid010.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid010.png
7,1,11,kid,0,5.472177,13.1135,0.6249,0.9929,-18.4072,75,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid011.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid011.png
7,1,12,kid,0,7.370164,13.1550,0.6256,0.9980,-21.7553,81,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid012.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid012.png
7,1,13,kid,0,7.376029,13.1738,0.6259,0.9993,-25.3365,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid013.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid013.png
7,1,14,kid,0,7.067625,13.1782,0.6264,0.9306,-9.9956,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid014.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid014.png
7,1,15,kid,0,7.373210,13.1781,0.6267,0.9983,-24.2101,86,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid015.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid015.png
7,1,16,kid,0,6.785421,13.2357,0.6274,0.9508,-8.8175,79,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid016.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid016.png
7,1,17,kid,0,7.373468,13.2834,0.6279,0.9989,-24.2688,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid017.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_kid017.png
7,1,18,ring,0,7.375619,13.3474,0.6287,0.9991,-27.4017,87,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_ring018.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_ring018.png
7,1,19,ring,0,6.606281,13.3540,0.6288,0.9947,-17.0436,78,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_ring019.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b001_ring019.png
7,2,1,kid,0,7.360335,13.3623,0.6288,0.9956,-18.5870,118,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid001.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid001.png
7,2,2,kid,0,7.263121,13.3808,0.6282,0.9735,-14.0635,120,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid002.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid002.png
7,2,3,kid,0,-21.334228,13.3802,0.6288,0.9521,-10.5929,4,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid003.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid003.png
7,2,4,kid,0,7.231034,13.3823,0.6294,0.9664,-11.1501,112,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid004.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid004.png
7,2,5,kid,0,-21.505937,13.3850,0.6297,0.9975,-21.9289,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid005.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid005.png
7,2,6,kid,0,7.239240,13.3868,0.6299,0.9677,-12.4057,107,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid006.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid006.png
7,2,7,kid,0,7.250688,13.3883,0.6298,0.9702,-10.2797,172,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid007.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid007.png
7,2,8,kid,0,7.378886,13.3900,0.6297,0.9992,-26.4011,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid008.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid008.png
7,2,9,kid,0,7.368723,13.4350,0.6307,0.9969,-20.0432,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid009.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid009.png
7,2,10,kid,0,7.367531,13.4537,0.6308,0.9966,-20.4163,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid010.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid010.png
7,2,11,kid,0,7.364767,13.4724,0.6310,0.9959,-19.6943,88,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid011.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid011.png
7,2,12,kid,0,7.365231,13.5265,0.6318,0.9952,-19.8356,82,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid012.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid012.png
7,2,13,kid,0,7.382823,13.5634,0.6325,0.9991,-23.5060,91,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid013.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid013.png
7,2,14,kid,0,7.370973,13.5996,0.6332,0.9963,-19.4378,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid014.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid014.png
7,2,15,kid,0,7.383072,13.6268,0.6338,0.9990,-23.7266,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid015.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid015.png
7,2,16,kid,0,7.334506,13.6358,0.6339,0.9879,-15.5945,90,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid016.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid016.png
7,2,17,kid,0,7.376609,13.6731,0.6341,0.9977,-19.5749,83,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid017.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_kid017.png
7,2,18,ring,0,7.283665,13.6725,0.6341,0.9766,-12.6342,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_ring018.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_ring018.png
7,2,19,ring,0,-9.441089,13.7035,0.6356,0.8509,-5.7591,37,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_ring019.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b002_ring019.png
7,3,1,kid,0,6.747112,13.6535,0.6348,0.8619,-7.0084,143,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid001.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid001.png
7,3,2,kid,0,7.266054,13.6546,0.6349,0.9713,-11.9885,99,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid002.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid002.png
7,3,3,kid,0,-16.314040,13.6405,0.6356,0.9816,-13.8464,17,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid003.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid003.png
7,3,4,kid,0,7.168575,13.6361,0.6357,0.9500,-9.9000,145,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid004.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid004.png
7,3,5,kid,0,-21.325471,13.6288,0.6361,0.9515,-10.5687,4,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid005.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid005.png
7,3,6,kid,0,-21.496397,13.6201,0.6366,0.9975,-21.9289,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid006.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid006.png
7,3,7,kid,0,7.377369,13.6176,0.6370,0.9972,-20.0656,87,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid007.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid007.png
7,3,8,kid,0,7.380434,13.6351,0.6372,0.9976,-24.1927,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid008.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid008.png
7,3,9,kid,0,7.385006,13.6527,0.6376,0.9986,-24.2344,82,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid009.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid009.png
7,3,10,kid,0,-21.495037,13.6489,0.6379,0.9975,-21.9289,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid010.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid010.png
7,3,11,kid,0,7.376969,13.6551,0.6384,0.9970,-20.0015,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid011.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid011.png
7,3,12,kid,0,6.623107,13.6176,0.6373,0.8388,-4.3864,81,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid012.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid012.png
7,3,13,kid,0,7.341429,13.6368,0.6375,0.9895,-15.8036,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid013.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid013.png
7,3,14,kid,0,7.372792,13.6400,0.6375,0.9967,-19.3725,91,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid014.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid014.png
7,3,15,kid,0,4.345248,13.6664,0.6379,0.9902,-15.8546,72,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid015.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid015.png
7,3,16,kid,0,7.273961,13.6844,0.6381,0.9740,-12.0823,81,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid016.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid016.png
7,3,17,kid,0,7.387158,13.7117,0.6385,0.9997,-29.7670,91,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid017.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_kid017.png
7,3,18,ring,0,7.375958,13.7471,0.6389,0.9971,-20.8051,86,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_ring018.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_ring018.png
7,3,19,ring,0,3.721862,13.7042,0.6385,0.8569,-7.1425,72,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_ring019.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b003_ring019.png
7,4,1,kid,0,-21.493583,13.7021,0.6386,0.9975,-21.9289,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid001.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid001.png
7,4,2,kid,0,-21.494213,13.6975,0.6389,0.9975,-21.9289,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid002.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid002.png
7,4,3,kid,0,7.290447,13.6916,0.6390,0.9771,-13.2533,105,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid003.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid003.png
7,4,4,kid,0,7.340891,13.6812,0.6386,0.9886,-13.0362,122,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid004.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid004.png
7,4,5,kid,0,6.759370,13.6160,0.6371,0.8646,-6.5513,139,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid005.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid005.png
7,4,6,kid,0,-21.494124,13.5978,0.6371,0.9975,-21.9289,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid006.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid006.png
7,4,7,kid,0,7.253798,13.5896,0.6372,0.9689,-9.4696,285,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid007.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid007.png
7,4,8,kid,0,7.382534,13.5908,0.6369,0.9978,-22.1702,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid008.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid008.png
7,4,9,kid,0,7.391010,13.6117,0.6373,0.9997,-30.3240,83,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid009.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid009.png
7,4,10,kid,0,7.379818,13.6408,0.6379,0.9969,-21.4932,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid010.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid010.png
7,4,11,kid,0,7.386299,13.6515,0.6382,0.9984,-23.4909,88,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid011.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid011.png
7,4,12,kid,0,7.379267,13.6835,0.6385,0.9967,-19.5231,82,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid012.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid012.png
7,4,13,kid,0,5.777703,13.6881,0.6385,0.9736,-12.9686,76,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid013.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid013.png
7,4,14,kid,0,7.384507,13.7026,0.6390,0.9976,-21.3882,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid014.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid014.png
7,4,15,kid,0,6.607954,13.7078,0.6390,0.9916,-14.8255,78,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid015.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid015.png
7,4,16,kid,0,7.382503,13.7191,0.6391,0.9971,-22.1723,81,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid016.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid016.png
7,4,17,kid,0,7.369025,13.7006,0.6398,0.9942,-18.0188,83,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid017.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_kid017.png
7,4,18,ring,0,6.400976,13.7167,0.6399,0.9452,-10.6933,78,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_ring018.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_ring018.png
7,4,19,ring,0,6.364330,13.7161,0.6403,0.9371,-9.9901,78,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_ring019.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b004_ring019.png
7,5,1,kid,0,7.090160,13.7158,0.6403,0.9319,-5.8253,116,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid001.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid001.png
7,5,2,kid,0,6.304295,13.7119,0.6402,0.7776,-4.9233,119,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid002.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid002.png
7,5,3,kid,0,-21.488695,13.6985,0.6404,0.9975,-21.9278,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid003.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid003.png
7,5,4,kid,0,7.382381,13.6959,0.6405,0.9967,-20.2859,95,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid004.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid004.png
7,5,5,kid,0,7.376260,13.7057,0.6405,0.9950,-19.5349,88,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid005.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid005.png
7,5,6,kid,0,6.441994,13.6940,0.6403,0.8026,-4.2938,137,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid006.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid006.png
7,5,7,kid,0,-21.489738,13.6847,0.6403,0.9975,-21.9225,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid007.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid007.png
7,5,8,kid,0,7.379442,13.7150,0.6406,0.9962,-19.7143,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid008.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid008.png
7,5,9,kid,0,7.394480,13.7160,0.6406,0.9997,-27.8360,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid009.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid009.png
7,5,10,kid,0,7.384673,13.7305,0.6409,0.9974,-21.2532,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid010.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid010.png
7,5,11,kid,0,7.393449,13.7574,0.6414,0.9994,-27.6943,82,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid011.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid011.png
7,5,12,kid,0,7.391177,13.7781,0.6418,0.9990,-25.1562,87,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid012.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid012.png
7,5,13,kid,0,7.394737,13.7892,0.6421,0.9998,-29.3193,89,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid013.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid013.png
7,5,14,kid,0,7.375002,13.8204,0.6423,0.9952,-19.1076,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid014.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid014.png
7,5,15,kid,0,7.392330,13.8286,0.6425,0.9991,-24.0259,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid015.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid015.png
7,5,16,kid,0,7.392816,13.8371,0.6427,0.9993,-27.3059,87,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid016.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid016.png
7,5,17,kid,0,7.394914,13.8549,0.6431,0.9997,-30.5640,82,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid017.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_kid017.png
7,5,18,ring,0,1.373682,13.8731,0.6434,0.9947,-18.0919,64,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_ring018.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_ring018.png
7,5,19,ring,0,7.382907,13.8726,0.6435,0.9967,-21.3446,86,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_ring019.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b005_ring019.png
7,6,1,kid,0,6.899981,13.8712,0.6435,0.8917,-8.2339,165,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid001.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid001.png
7,6,2,kid,0,-21.488444,13.8678,0.6437,0.9975,-21.9289,3,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid002.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid002.png
7,6,3,kid,0,-21.666560,13.8586,0.6442,0.8785,-7.1513,4,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid003.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid003.png
7,6,4,kid,0,7.320535,13.8509,0.6445,0.9830,-12.2302,93,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid004.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid004.png
7,6,5,kid,0,7.184173,13.8423,0.6443,0.9527,-7.3308,183,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid005.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid005.png
7,6,6,kid,0,7.158509,13.8422,0.6443,0.9471,-8.6478,101,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid006.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid006.png
7,6,7,kid,0,7.389366,13.8421,0.6442,0.9991,-26.5285,81,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid007.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid007.png
7,6,8,kid,0,7.383950,13.8505,0.6444,0.9979,-22.9657,80,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid008.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid008.png
7,6,9,kid,0,7.390820,13.8566,0.6446,0.9995,-26.4775,84,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid009.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid009.png
7,6,10,kid,0,7.390900,13.8642,0.6448,0.9995,-28.8533,86,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid010.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid010.png
7,6,11,kid,0,7.389815,13.8712,0.6451,0.9993,-27.5967,85,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid011.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid011.png
7,6,12,kid,0,7.385898,13.8986,0.6456,0.9984,-22.6941,81,-2.00,-5.00,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid012.npy,//10.35.23.2/smb/work/antenna_simluation/run_byproduct/metal/g007_b006_kid012.png
